time,vehicle_id,x,y,speed,angle,lane,pos,anomaly,depart,edges,edge_id,lane_id,length,lane_speed,shape,acceleration,jerk,stopped,stopped_time,leader_distance,gap_time
316.0,1000,504.970561557386,478.4665433058856,0.3105986406444287,217.8561064368577,315255906#1_0,15.776892152708022,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,315255906#1,315255906#1_0,29.29,13.89,"514.65,490.92 496.68,467.80",0.5305472988726028,0.3732090876288566,0,0.0,0.0114994761393915,3.6407753185890864e-06
317.0,1000,502.89619762311145,470.5928414375048,0.443968841676339,217.87155214966432,315255906#1_1,23.26877483977005,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,315255906#1,315255906#1_1,29.29,13.89,"517.18,488.96 499.20,465.84",0.5522660728949732,0.3940567902760284,0,0.0,0.0096424646249755,1.8201814565203048e-06
323.0,1000,453.6114032612452,423.5876712068582,0.7259716050535239,228.14874179979387,315255814_1,33.55863999050371,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,315255814,315255814_1,92.36,13.89,"478.02,446.61 463.74,432.66 449.74,420.12 433.91,407.81 421.00,397.38 406.96,387.87",0.4837590638086074,0.3786727959459706,0,0.0,0.0767598977754968,4.556376438076589e-06
324.0,1000,444.6861162039612,416.1899109583552,0.687345087901767,232.1300282260338,315255814_1,45.15744666496501,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,315255814,315255814_1,92.36,13.89,"478.02,446.61 463.74,432.66 449.74,420.12 433.91,407.81 421.00,397.38 406.96,387.87",0.4593474144875525,0.3642793388956994,0,0.0,0.0714297902628291,4.566032318606865e-06
325.0,1000,435.6693068702105,409.1781028156848,0.6768437036496123,232.1300282260329,315255814_1,56.57904464484351,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,315255814,315255814_1,92.36,13.89,"478.02,446.61 463.74,432.66 449.74,420.12 433.91,407.81 421.00,397.38 406.96,387.87",0.4745415975170844,0.3898451295761169,0,0.0,0.0658689127681744,4.296751689721753e-06
326.0,1000,426.4896104008205,401.8150609202601,0.6973371908480864,231.0652258738566,315255814_1,68.34646599683086,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,315255814,315255814_1,92.36,13.89,"478.02,446.61 463.74,432.66 449.74,420.12 433.91,407.81 421.00,397.38 406.96,387.87",0.491286113942261,0.3908458786255768,0,0.0,0.0603234201693346,3.761507827865976e-06
327.0,1000,416.92484985013743,394.6196953044735,0.7098519282673176,235.81280454001467,315255814_1,80.32507096307873,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,315255814,315255814_1,92.36,13.89,"478.02,446.61 463.74,432.66 449.74,420.12 433.91,407.81 421.00,397.38 406.96,387.87",0.4869757135283178,0.3772548097158846,0,0.0,0.0575263709386179,3.4870403482187624e-06
328.0,1000,407.4569299415076,388.20659570824336,0.677624147142896,235.88823415503512,315255814_1,91.75983876603192,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,315255814,315255814_1,92.36,13.89,"478.02,446.61 463.74,432.66 449.74,420.12 433.91,407.81 421.00,397.38 406.96,387.87",0.4628042360678825,0.3644343712015874,0,0.0,0.2026443216388643,1.3330393747535004e-05
334.0,1000,353.4442441864113,369.45797729420144,0.1856624718956481,260.3207540903144,ET03_1,50.28855767715351,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_1,51.78,13.89,"400.17,385.78 389.06,380.32 380.89,376.74 370.67,373.04 365.61,371.67 360.49,370.66 353.46,369.46 351.98,369.27",0.3361503694724754,0.3751777632363673,0,0.0,0.1423912777927578,3.887621800262316e-05
335.0,1000,353.1154106573946,369.4157621789898,0.0198486316144662,260.4795696366205,ET03_1,50.62349924420767,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_1,51.78,13.89,"400.17,385.78 389.06,380.32 380.89,376.74 370.67,373.04 365.61,371.67 360.49,370.66 353.46,369.46 351.98,369.27",0.3906363625766824,0.415208217086358,0,0.0,0.0989271211909867,0.0002805687992768
336.0,1000,353.0263870306027,369.4043334701449,0.0053735310339534,260.52256785384174,ET03_1,50.714176472748434,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_1,51.78,13.89,"400.17,385.78 389.06,380.32 380.89,376.74 370.67,373.04 365.61,371.67 360.49,370.66 353.46,369.46 351.98,369.27",0.472394856613991,0.4328127719916872,0,0.0,0.0572922656678497,0.0006941581042481
337.0,1000,352.97243275385813,369.39740690758987,0.0032567194906505,260.5486281899524,ET03_1,50.76913294283876,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_1,51.78,13.89,"400.17,385.78 389.06,380.32 380.89,376.74 370.67,373.04 365.61,371.67 360.49,370.66 353.46,369.46 351.98,369.27",0.4790712377082073,0.3843468398442434,0,0.0,0.0242793894718823,0.0006924869236207
338.0,1000,352.9648123810342,369.3964286164841,0.0004599712608333,260.5523089213456,ET03_1,50.77689486305049,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_1,51.78,13.89,"400.17,385.78 389.06,380.32 380.89,376.74 370.67,373.04 365.61,371.67 360.49,370.66 353.46,369.46 351.98,369.27",0.4787039120674621,0.379800086971933,0,0.0,0.0049295884631671,0.0030297140727786
339.0,1000,352.9630412414038,369.39620124045047,0.0001069072797035,260.55316440413145,ET03_1,50.77869890135846,0,105.0,315255906#1 315255906#2 315255814 ET03 S01,ET03,ET03_1,51.78,13.89,"400.17,385.78 389.06,380.32 380.89,376.74 370.67,373.04 365.61,371.67 360.49,370.66 353.46,369.46 351.98,369.27",0.480024075988944,0.3808893711092137,0,0.0,0.0007822018163535,0.011303758969838
